Data from Electricity Supply Monitoring Initiative (ESMI) by Prayas (Energy Group), Pune India,,,,,,,
,,,,,,,,
DISCLAIMER,,,,,,,,
,,,,,,,,
Data downloaded from www.watchyourpower.org  and is subject to TERMS OF USE mentioned thereon. More details and explanation about the data can be found in FAQ section.(DDLV 1.8),,,,,,,,
,,,,,,,,
,,,,,,,,
, , , Summary Data,,,,,
Location_name,Hour,Normal Voltage,Low Voltage,High Voltage,No Supply,From date,To date,No Data
Gondur- Dhule,13-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 17:00,45,0,0,15,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 19:00,24,0,0,36,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 22:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,13-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 08:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 17:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,14-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 08:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 22:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,15-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 07:00,19,3,0,38,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 08:00,0,0,0,60,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 09:00,0,0,0,60,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 10:00,0,0,0,60,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 11:00,9,0,0,51,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 22:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,16-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 08:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,17-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 08:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 12:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 13:00,55,0,0,5,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 14:00,50,0,0,10,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 15:00,59,0,0,1,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 16:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,18-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 08:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 09:00,56,0,0,4,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 10:00,32,0,0,28,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 11:00,45,0,0,15,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 12:00,17,0,0,43,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 13:00,0,0,0,60,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 14:00,0,0,0,60,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 15:00,23,0,0,37,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 17:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 18:00,22,0,0,38,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 19:00,48,0,0,12,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,19-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 08:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 14:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 16:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,20-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 08:00,52,0,0,8,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 16:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,21-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 08:00,54,0,0,6,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 10:00,57,0,0,3,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 16:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,22-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 08:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 10:00,54,0,0,6,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 12:00,41,0,0,19,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 16:00,51,0,0,9,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 22:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,23-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 08:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 09:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 13:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 14:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 16:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 22:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,24-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 05:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 06:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 07:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 08:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 09:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 10:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 11:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 12:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 13:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 14:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 15:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 16:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 17:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 18:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 19:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 20:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 21:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 22:00,58,0,0,2,01-05-2020,31-05-2020,0
Gondur- Dhule,25-05-2020 23:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,26-05-2020 00:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,26-05-2020 01:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,26-05-2020 02:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,26-05-2020 03:00,60,0,0,0,01-05-2020,31-05-2020,0
Gondur- Dhule,26-05-2020 04:00,60,0,0,0,01-05-2020,31-05-2020,0
